price,sqft_living,bedrooms,floors,zipcode
438000,1520,3,1,98115
687500,2330,4,1.5,98117
160000,1010,3,1,98198
415000,1070,3,1,98052
405000,3170,3,2,98023
880000,3030,4,3,98117
585000,2270,3,2,98070
640000,2341,4,2,98052
819000,2130,3,2,98199
520000,2300,3,1,98072
367500,1660,3,1,98077
762500,2610,4,1,98040
300000,2150,3,1,98177
625000,2410,3,1,98072
530000,1580,2,1,98126
379000,1740,3,2,98045
615000,1270,2,1,98117
660000,2550,2,2,98115
380000,1860,3,2,98022
314900,2700,4,1,98003
324950,1460,3,1,98166
225000,1330,3,1,98003
535000,2070,3,2,98074
348500,1360,3,1,98059
725000,2650,4,2,98005
925000,3580,4,1.5,98072
549000,2034,2,1,98070
400000,1230,3,1,98074
620000,2450,4,2,98053
665000,2840,6,1,98118
1215000,3820,4,1,98072
1157400,2740,3,2,98112
349950,2090,4,2,98058
2466350,6390,5,2,98112
339000,2470,4,1.5,98106
615000,1720,3,1,98144
751000,3090,4,2,98052
941000,2320,4,1.5,98105
600000,1740,4,1,98008
455000,2950,4,2,98059
1295648,4810,0,2,98053
485000,1500,3,1,98136
358000,1810,3,1,98022
339000,1100,3,1,98126
258000,1490,3,1,98198
455000,1200,2,2,98144
437000,1890,4,1,98052
689000,2200,3,1,98006
319000,2510,4,1,98032
510000,1420,3,3,98103
440000,2000,3,1,98166
1010000,1460,2,1,98033
875000,3220,4,2,98077
304000,1310,4,1,98155
139000,690,2,1,98056
464500,1150,3,1,98006
336500,1480,3,1,98133
230000,1850,4,1,98178
425000,1930,3,2,98029
300000,750,2,1,98126
457500,1430,3,2,98144
366000,1840,3,1,98059
502000,1300,3,1,98006
194000,1050,3,1,98023
305000,2210,4,2,98032
1250000,3220,4,1,98006
575000,4620,4,2,98023
343500,1760,4,1,98178
325000,850,3,1,98155
600000,4690,4,2,98155
850000,3920,4,2,98053
420000,2140,3,2,98029
257500,1180,2,1,98125
317000,2360,5,1,98178
970000,3060,3,1.5,98144
252000,1670,3,1,98031
683500,1820,3,1.5,98119
289000,1970,3,2,98001
355000,930,2,2,98144
675000,2300,3,1,98053
396500,2590,3,1,98042
362500,1450,4,1,98027
395000,1540,4,1,98126
599000,2730,5,1,98075
218000,880,3,1,98178
589950,3190,4,2,98038
218000,1330,3,1,98023
360000,1500,3,1,98133
350000,740,2,1,98126
350000,2560,4,2,98092
845000,2540,3,1.5,98117
839000,3200,3,1,98077
850000,3330,4,1,98103
329950,900,2,1,98146
425000,1600,4,1.5,98118
210000,970,2,1,98118
631500,1130,2,1,98109
295000,650,2,1,98122
575000,2400,3,1.5,98117
415000,2280,3,2,98019
859000,3550,4,1,98006
639888,2050,4,2,98029
329445,830,2,2,98144
745641,2440,4,2,98052
395000,1600,3,2,98108
790000,3190,4,2,98027
890000,2550,4,2,98109
400000,2180,3,1,98133
365500,1410,3,1,98072
245000,1410,3,1,98030
390000,2340,4,2,98031
196500,1320,3,1,98001
1200000,3990,4,2,98059
276900,1270,3,1,98056
995000,4380,3,2,98166
2300000,4250,4,2,98004
505000,1860,3,2,98029
1229000,3770,4,2,98007
352000,1530,4,1,98106
597326,3570,4,2,98040
800000,1740,2,1,98103
270000,1670,3,1,98042
235000,1570,4,2,98092
409900,1590,2,2,98033
739900,2980,5,2,98052
608000,2690,4,2,98053
381500,900,2,1,98115
562100,1440,2,1,98107
740000,3000,4,2,98027
308000,1640,3,1.5,98168
905000,3100,5,1,98008
762000,4000,4,2,98065
356000,2020,4,1.5,98045
750000,1840,3,1.5,98107
418800,2100,4,1,98028
276000,2460,4,1,98002
725000,2610,3,2,98052
285000,1460,3,1,98038
205000,1050,3,1,98031
583000,1790,3,2,98074
657000,2180,4,1.5,98117
386000,2050,4,2,98198
589950,2790,5,1,98058
575000,1700,3,1.5,98117
574000,2380,3,2,98065
690500,2000,5,1.5,98112
565000,1670,2,1,98029
500000,1190,3,1,98107
330000,3040,6,1,98030
286000,780,2,1,98045
450000,2330,3,1,98155
870000,2840,4,1.5,98144
725000,2490,4,2,98052
275000,770,2,1,98126
645000,1850,3,1,98177
152000,1090,3,1,98092
315000,1780,4,1.5,98178
190000,930,1,1,98178
700000,2770,4,2,98075
233000,1250,3,1.5,98155
249000,1830,4,2,98030
310000,870,2,1,98126
265950,1150,3,1,98178
860000,4500,5,2,98125
200000,1150,3,1.5,98002
402000,2000,4,2,98117
305000,1900,6,1,98125
505000,1640,3,1,98034
1355000,2680,3,2,98109
482000,2420,3,2,98065
299950,1790,3,1,98023
770000,3920,4,2,98075
245700,1640,3,1,98032
283000,890,3,1,98056
650000,1910,4,1,98117
530000,2140,5,1,98007
440000,2030,3,1,98166
1005000,4225,4,2,98074
599990,2680,3,1,98027
544000,2030,4,2,98029
1700000,5850,5,2,98004
270000,2060,2,1,98168
435000,1060,2,1.5,98105
349000,1010,3,1,98155
1140000,3310,4,2,98072
320000,2000,4,2,98038
804100,3070,4,2,98059
594000,1270,3,2,98105
531500,3110,4,1,98010
1150000,2110,3,2,98075
374500,1400,3,2,98028
450000,2310,4,1,98118
744500,2700,5,1,98005
913888,2370,5,2,98006
760000,2760,4,2,98115
346500,1610,2,1,98108
280000,1230,3,1,98058
557500,1900,3,1,98008
260000,1580,3,1,98148
1330000,1940,3,1.5,98119
640000,1620,3,1,98103
280000,1940,7,2,98092
205000,1230,3,1,98003
957000,3160,5,2,98199
625000,2700,5,1,98005
680000,1880,4,1,98146
150000,890,2,1,98146
255950,1720,3,2,98031
246500,1620,3,2,98038
450000,1380,2,1,98115
595888,1870,3,1,98177
454000,1970,3,1,98065
299900,1110,3,1,98155
200000,1190,3,1,98092
346500,1150,3,1,98106
585000,2890,4,1,98034
383000,1500,3,1,98072
519000,1950,4,1.5,98107
410000,1250,3,1,98056
578000,2070,4,2,98029
1280000,4660,4,2,98006
395000,1350,2,2,98136
364000,1800,3,2,98126
240000,1481,3,2,98002
328423,1730,3,2,98146
594000,2720,4,2,98028
425000,2320,3,3,98177
309620,1860,3,2,98019
260000,2025,5,2,98047
563500,1400,3,3.5,98103
975000,2620,5,2,98115
937000,2450,3,2,98119
518500,1590,3,3,98103
563500,2085,4,1,98024
1050000,3450,4,2,98006
350000,1780,3,2,98058
826000,3060,4,2,98029
225000,1700,3,1,98146
235867,1330,4,1,98056
399000,3060,4,2,98042
177500,1220,3,1,98057
224000,1600,4,1,98002
302000,1530,4,1.5,98058
760000,1980,3,1,98040
460000,1730,3,1,98034
415000,1170,3,1,98125
669000,1950,2,1,98166
254600,1470,3,1,98092
357250,1400,3,1,98125
910000,4040,4,2,98077
725000,3110,6,1.5,98103
670000,1490,3,1.5,98122
440000,1770,4,2,98116
1025000,3320,4,1,98040
320000,950,2,1,98126
310000,2430,4,2,98042
772650,2660,4,1,98005
669950,2670,4,2,98074
690000,2720,5,2,98115
385000,3200,4,1,98031
663000,2480,3,1.5,98070
300000,1780,3,1,98058
225500,1590,2,1,98002
320000,1550,3,1.5,98045
775000,2850,3,1,98006
805000,2600,3,1.5,98116
252750,1230,4,1.5,98166
254000,2080,5,1,98001
620000,3600,6,2,98065
435000,2110,4,1,98011
460000,2550,4,1,98155
268000,1650,3,2,98031
446000,1370,2,2,98122
285000,1010,2,1,98155
530000,2330,3,2.5,98005
402000,620,2,1,98107
358000,2450,3,1,98065
354950,2530,4,1,98023
405000,2220,4,2,98059
568000,2110,4,1,98053
575000,3690,5,1,98198
315000,1940,4,1,98042
280927,2070,4,2,98032
440000,2160,4,1,98155
270000,2600,4,1,98178
755000,2880,4,1.5,98144
289659,2260,4,2,98031
555000,3640,5,2,98038
450000,1530,3,1,98155
1145000,2490,3,2,98109
495000,1440,3,1,98074
1250000,3760,3,2.5,98116
580000,1720,4,1,98052
560000,2480,4,1,98028
1080000,3990,4,2,98006
450000,840,2,1,98107
815000,2270,3,1,98040
354000,2580,4,2,98031
279900,1580,3,1,98003
339000,950,2,1,98108
1340000,3190,4,2,98144
710000,3740,3,2.5,98166
815000,2620,4,1,98117
800000,2080,3,1,98033
638000,1660,3,1,98116
475580,1520,3,1,98074
243800,1140,3,1,98027
600000,3240,3,2,98065
620000,2460,3,1,98027
750000,1750,4,1.5,98122
626000,2430,3,2,98117
230000,1060,3,1,98188
537000,2410,3,2,98155
210000,720,2,1,98166
200500,1260,3,1,98030
253500,1640,3,1,98003
150000,1310,3,1,98001
440000,2120,3,1,98108
667000,3320,3,1.5,98022
660000,1210,3,1,98006
695000,2590,3,2,98006
440000,2250,4,2,98059
1388000,4040,4,1,98004
219500,1090,3,1.5,98002
220000,1660,3,2,98001
270000,1780,2,1,98001
900000,3370,4,2,98126
1990000,4480,5,2.5,98112
800000,2990,4,2,98077
365000,2280,5,1.5,98166
1387800,2480,3,2,98199
451000,2830,5,1.5,98034
202000,920,2,1,98168
1410000,3250,4,2,98039
471000,1240,2,1,98126
827000,3230,4,1,98006
235000,2500,5,1,98198
216500,1390,2,1,98198
359000,1940,5,1.5,98166
252500,1900,3,1,98023
370000,2380,3,1,98028
663000,1480,3,1,98117
971971,3460,4,2,98059
420000,1444,3,1.5,98070
330675,1930,4,1,98019
240000,1200,4,1.5,98133
334888,1769,3,2,98092
414000,2490,3,2.5,98059
782900,3060,4,2,98027
525000,3030,4,2,98059
429900,2370,3,2,98019
390000,1370,3,2,98116
224000,1500,3,1,98010
257500,1715,3,2,98003
665000,1110,2,1,98119
327000,2400,5,2,98092
425000,1520,3,1.5,98059
687500,3190,4,2,98075
672500,2400,3,1.5,98117
140000,1060,3,1,98198
215500,1220,2,1,98001
464900,2020,4,1,98034
417000,2300,4,1,98125
453000,2300,4,1,98070
700000,1660,3,2,98109
1619999,3900,4,1,98006
259500,1650,3,1,98188
460000,2110,4,1,98027
561500,1960,3,1,98115
641000,2770,4,2,98014
330000,2440,4,1,98032
447000,1320,2,1,98177
320000,2570,4,2,98038
212700,940,2,1,98126
260000,700,2,1,98122
410000,1400,3,2,98070
355000,1890,4,2,98038
275500,720,2,1,98133
415000,2410,3,1,98058
279000,1630,3,1,98042
350000,2330,5,1,98059
355000,1330,2,2,98028
750000,3190,4,2,98074
235000,1400,3,1,98022
209950,970,3,1,98023
230000,1010,3,1,98042
725000,3580,3,1.5,98038
430000,1050,2,1,98117
661500,2500,5,1,98052
738000,2630,3,2,98052
1820000,6640,4,2,98077
221000,910,3,1,98148
665000,2610,3,2,98072
255000,1720,3,2,98092
1195000,3650,5,2,98040
355000,2040,3,1,98042
755000,3260,5,1.5,98155
300000,1590,3,1,98028
500000,1440,4,1.5,98107
191000,900,2,1,98108
315000,3120,6,2,98106
415000,1060,3,2,98117
394000,3000,4,2,98038
490000,2230,3,2,98065
523460,1890,5,1.5,98107
550000,4150,4,2,98092
342000,1780,3,1,98058
560000,2710,4,2,98059
1050000,4390,4,2,98029
710000,1640,2,1.5,98105
1020000,1670,3,1.5,98119
399950,2570,3,2,98031
480000,1500,2,1,98103
410000,2710,3,2,98166
530000,2860,4,1,98077
528000,840,2,1,98070
469900,2990,4,2,98058
397000,1170,5,1,98125
718500,1200,3,1,98112
195000,1020,2,1,98168
285000,910,2,1,98155
295000,700,1,1,98106
602000,2420,4,1,98053
235000,1950,3,1,98055
465000,3060,4,2,98038
234000,1390,4,1,98032
504200,1200,2,3,98103
710000,2440,3,2,98052
589500,2310,3,2,98116
415000,2600,3,1.5,98288
735000,1490,3,2,98112
427000,2432,3,2,98001
982000,3610,4,2,98033
459000,2530,4,2,98148
483453,2790,4,2,98045
246950,1670,3,1,98022
235000,1170,1,2,98126
288790,1350,4,3,98029
229800,1110,2,2,98108
516500,1100,1,3,98112
1600000,2820,3,2,98112
234000,1040,3,1,98019
230000,1910,2,2,98038
300000,1370,4,1,98155
470000,1500,3,1.5,98117
339900,1200,3,1,98056
650000,1050,2,1,98122
585000,2670,5,1.5,98125
699900,2190,4,1,98006
598000,3130,4,2,98045
475000,1700,3,1,98126
314500,1700,3,1,98038
397000,1360,3,2,98144
345000,1610,3,1,98014
325000,2130,5,1,98118
265000,1800,3,1,98056
402000,2950,4,1,98042
835000,2120,3,2,98005
780000,3500,4,2,98053
250000,1440,3,1,98198
1200000,2120,4,2,98112
935000,1780,2,2,98004
300000,960,2,1,98155
419000,1510,2,1,98053
410000,1010,1,1,98136
1165000,3790,3,2,98122
461000,3600,3,2,98033
385000,1300,3,1,98034
669500,2500,4,1.5,98117
491950,2090,3,1,98115
1230000,2200,3,1.5,98004
560000,2070,3,1.5,98155
370000,1320,3,1,98155
263400,1360,4,1,98001
100000,930,2,1,98166
289950,1760,3,1.5,98148
263000,1410,3,2,98038
397500,2570,4,2,98038
245000,1300,3,1,98030
535000,1580,3,1,98199
449000,2960,4,2,98038
490000,2330,4,2,98108
445800,2070,4,1,98155
345000,970,2,1,98126
327500,2310,3,2,98031
436500,2290,4,2,98058
550000,1720,3,1,98052
441000,1190,2,1,98115
406500,870,2,1,98116
243000,1068,2,2,98028
359500,2140,4,2,98001
760000,3300,4,2,98077
1925000,4830,5,2.5,98144
408000,2820,5,1.5,98118
480000,2440,4,2,98028
875000,1800,4,1.5,98103
308000,1010,3,1,98118
880000,3220,4,1.5,98105
1730000,5000,5,2,98040
170000,1200,2,2,98053
491500,1470,3,2,98029
515000,2600,3,2,98028
550000,2750,4,1,98055
255000,1320,2,1,98108
635000,3350,3,2,98034
850000,2650,3,2,98119
265000,1860,2,1,98178
349810,960,3,1,98155
972000,2010,4,1,98199
235000,900,2,1,98065
330000,2340,4,2,98042
500000,3720,4,3,98059
570000,1890,3,1,98006
1309500,2680,4,1,98166
544000,1460,3,2,98117
439000,3180,3,1,98056
530000,1980,4,2,98074
427500,1090,2,3,98109
337000,2230,4,2,98042
1095000,3330,4,2,98033
435000,1880,4,1,98144
765000,2870,5,1,98103
492650,2120,4,1,98177
383962,2700,4,2,98168
950000,3670,4,2.5,98029
457000,1220,3,2,98117
1510000,4390,5,2,98040
882566,3560,4,3,98052
963000,3530,4,2,98033
345000,2280,4,2,98038
2065000,4350,4,2,98004
800000,3830,3,2,98077
314500,2050,3,1,98003
530000,3660,3,2,98022
650000,3350,4,2,98010
349500,1270,3,1,98122
1198000,3400,4,2.5,98112
165050,1200,3,1,98022
580000,2200,3,2,98008
330000,1680,3,1,98146
875000,3840,5,2,98074
500000,950,2,1,98103
445000,2280,4,2,98042
274900,1970,4,2,98030
219950,1620,3,1,98042
691500,2600,4,2,98115
459500,1250,2,1,98117
955500,2130,4,1.5,98119
328950,2550,4,1,98031
307000,1150,3,1.5,98045
382500,1040,3,1,98027
1150000,3340,4,2,98033
1297000,2630,6,2,98103
478000,1640,3,2,98029
260000,770,2,1,98155
850000,4350,4,1,98027
616000,1700,4,1,98199
540000,2050,3,1,98074
300000,1660,3,2,98019
507500,1990,3,1,98052
3800000,7050,5,1,98004
241000,1770,3,1,98001
485000,2440,3,2,98053
695000,2620,3,2,98077
548000,2440,4,2,98056
345000,1080,2,1,98136
280000,1090,3,1,98056
450000,1400,3,1,98028
515000,2010,3,2,98028
1014250,1640,3,1.5,98004
739900,3290,5,2,98075
600000,2510,2,2,98011
370000,860,2,1,98116
729032,2840,4,1,98005
510000,1750,3,2,98010
425000,1300,3,1,98052
1080000,3890,3,2,98118
337000,1460,3,3,98133
563000,1410,4,1.5,98107
1695000,3770,4,2,98144
245000,1190,3,1.5,98118
590000,1410,3,1,98115
695000,2500,3,1.5,98103
402500,800,2,1,98107
435000,2530,3,2,98019
660000,2570,3,1,98052
300000,2090,3,1,98023
600000,2980,5,1,98125
205000,1170,3,1,98042
357500,2080,3,2,98038
1110000,3350,5,2,98105
332888,1050,2,2,98122
174000,900,2,1,98047
515000,1050,2,1,98107
392000,3740,5,1.5,98198
485000,1430,4,2,98122
217500,1400,3,1,98003
502000,1600,3,2,98072
820000,2880,3,2,98006
1640000,3140,3,2,98109
102500,820,2,1,98106
925000,5190,5,2,98065
540000,2180,4,1,98052
600000,910,2,1.5,98112
406000,1580,4,1.5,98178
620000,2130,4,1,98116
1060000,4570,4,2,98074
401000,1240,3,1,98074
725000,1860,3,2,98144
276000,370,1,1,98117
500000,3130,5,2,98027
375000,2530,3,1,98042
2300000,3970,4,2,98119
260000,1920,3,1,98031
1565000,2970,4,1.5,98004
431000,2300,4,2,98056
321000,1830,4,2,98038
433000,1550,4,1,98118
920000,4080,4,2,98053
482000,1710,3,2,98074
712000,2375,3,2,98052
505000,2200,4,1,98006
2367000,3530,3,1,98040
452000,1110,3,1,98052
581000,1630,4,1.5,98122
952500,2550,4,2,98112
808000,2500,4,2,98007
476000,2890,4,1,98115
535000,1420,4,1.5,98117
1356925,4270,4,2,98199
629800,2390,3,2,98029
417838,2530,4,2,98038
399895,2701,4,2,98092
825000,3990,4,2,98053
300000,2303,4,2,98092
640000,1540,2,3,98122
460000,1450,3,2,98107
525000,1160,2,2,98119
499990,2910,4,2,98045
1020000,3770,4,2,98033
675000,2900,5,1,98006
512031,1540,3,1,98117
310000,700,2,1,98103
1075000,3280,3,1,98115
255000,2430,4,1,98178
435000,1900,3,2,98011
453000,1660,3,1,98034
260000,1620,4,2,98031
659000,2090,4,1,98040
223000,1110,3,1,98031
851000,3760,5,2,98006
605000,2080,3,1,98052
895000,1950,4,1,98109
519000,2570,5,1,98166
535000,2330,3,1,98072
489000,3700,3,2,98188
250000,1920,3,1,98148
580000,1900,3,1.5,98122
1038000,1440,4,1,98004
605000,2940,4,1,98028
599950,2500,4,2,98052
700000,2490,3,2,98053
480000,1470,3,1,98125
329950,2120,4,2,98038
250000,1200,3,1,98031
345000,2450,5,2,98030
175000,1780,4,2,98198
185000,1590,5,1.5,98146
411000,2370,4,2,98001
690000,1760,3,2,98102
265000,1940,4,1,98155
720000,3550,4,1.5,98011
256000,2050,4,2,98198
255000,1680,4,2,98092
540000,1320,3,2,98122
481015,1550,3,2,98033
575000,2680,3,1,98027
339950,2390,3,1,98042
475000,2040,4,2,98133
732000,2670,3,2.5,98126
860000,1880,4,1.5,98109
389000,2400,4,1.5,98133
645000,2270,3,1,98177
475000,1850,4,2,98034
550000,2160,4,1,98115
305000,2160,2,1,98168
782000,1570,2,1.5,98119
545000,1340,3,1.5,98118
394500,3002,4,2,98031
600000,2190,5,1,98052
1300000,2610,4,1,98004
300000,1010,2,1,98155
330000,2105,4,2,98042
723000,2430,4,1.5,98116
2271150,4040,4,1,98039
480000,2160,5,2,98065
496000,900,2,1,98107
625000,1820,3,3,98119
475000,2100,4,1,98125
275250,1520,3,2,98038
253000,1310,2,1,98031
630000,2190,4,1,98033
660500,2950,5,1.5,98144
262000,1870,5,1,98168
2147500,4660,3,2,98102
552000,1840,3,1,98007
1411600,3180,2,2,98006
736000,1500,2,1,98109
355000,1730,3,1.5,98133
305000,1580,3,1,98058
484998,1540,4,2,98029
1054690,3390,4,2,98199
334500,830,2,2,98144
475000,2620,4,2,98045
309780,2242,3,2,98092
795000,2890,4,2,98006
274500,1450,3,2,98038
265050,800,2,2,98106
567500,2280,3,2,98027
915000,3850,3,2,98053
285000,2270,5,2,98092
445838,2250,3,2,98146
304900,2600,4,1,98031
940000,2490,4,2,98040
1127000,3160,4,2,98033
835000,4930,4,2,98092
290000,1440,3,1,98055
250000,1770,3,1,98002
342000,2300,4,2,98030
1012000,2980,4,2,98006
400000,2230,4,1,98133
312500,1830,3,1,98055
267000,1740,3,1,98188
575000,1530,3,1,98116
810000,1520,3,1,98004
850000,3230,3,2,98117
1015000,3620,3,2,98199
1100000,5070,4,2,98053
240000,1570,3,1,98148
198000,2080,4,1,98001
565000,2230,4,1,98052
1195000,3420,5,2,98040
340000,2790,8,1,98133
815000,3150,4,2,98033
1875000,3930,4,2,98004
588000,2190,5,2,98117
280500,1890,4,2,98092
390000,1900,4,1,98042
509000,1930,2,2,98007
490600,3316,3,2,98023
650000,1380,3,1,98040
715000,2080,3,3,98103
529950,1240,3,1.5,98107
265000,1020,3,1,98056
1755000,2360,3,2,98112
1140000,2780,3,1.5,98075
610000,2300,3,1,98004
554729,2020,4,2,98199
395000,1840,5,1,98166
341000,1390,3,1.5,98115
264500,2060,4,1,98023
395000,2640,4,1.5,98031
640000,1980,3,1,98005
430000,1810,3,1,98115
410000,1700,4,1,98034
220000,1200,4,1.5,98106
1625000,2980,4,2,98112
405500,1350,2,2,98136
633000,2360,4,1,98126
295950,1190,2,1,98133
1042031,4110,4,2,98005
605000,2800,4,1,98008
255000,920,2,2,98133
474000,1530,3,2,98052
370000,860,2,1,98117
288000,1520,3,2,98038
100000,660,2,1,98032
1150000,3580,5,2,98033
600000,3000,5,2,98052
515000,2740,5,1,98011
345000,2040,4,2,98148
975000,2520,6,2,98146
850000,2470,3,2,98040
439990,1930,3,2,98199
554950,2950,3,2,98059
605000,2610,3,2,98065
609000,1630,3,3,98103
425000,1400,3,3,98115
399900,1410,2,1.5,98029
1025000,4370,4,2,98059
2351956,5010,4,2,98040
519995,2590,4,2,98059
625000,1300,3,1,98033
600000,2320,3,2,98027
1200000,2700,4,2,98115
1738000,2920,4,2,98112
671000,3130,4,1.5,98115
459500,1470,3,1,98133
499000,1540,3,3,98119
1280000,3160,4,1.5,98116
395000,1480,3,1,98034
861990,3595,5,2,98053
382500,1190,2,1,98125
404950,2340,4,1,98092
530000,1320,3,1,98105
195000,1190,2,1,98027
747500,2350,4,2,98028
199990,1100,3,1,98023
548800,1660,4,1.5,98115
870000,3040,4,1.5,98074
588000,1860,3,2,98115
775000,4100,4,2,98072
670000,4050,6,2,98027
445000,1240,2,2,98117
300000,2200,4,1,98058
480000,1680,3,1,98008
300000,930,3,1.5,98106
360000,1800,3,2,98168
527000,3000,6,1,98125
875000,1820,3,1,98004
266000,1995,4,2,98023
866000,3990,4,2,98053
335950,800,2,1,98146
215000,960,3,1,98023
481000,2286,4,2,98056
320000,2220,3,1,98028
295000,1940,3,1.5,98022
295000,1640,3,2,98108
320000,1120,3,1,98077
780000,2600,4,1,98119
437500,1490,3,2,98117
443000,1650,5,1.5,98144
575000,2400,4,2,98074
245000,1500,2,1,98133
450000,1990,3,2,98028
536000,1130,2,2,98107
685000,2030,3,2,98052
373000,1590,4,2,98133
450000,1480,3,1,98052
645000,2690,4,2,98074
1275000,3870,3,2,98008
230000,1390,3,1,98056
593000,1830,3,2,98027
558000,1580,2,1,98116
538250,2590,3,2,98198
475000,2510,5,1,98034
209950,1180,3,1,98002
410000,1450,3,2,98074
1636000,3110,3,2,98115
670000,2860,5,2,98065
821000,2760,3,1,98040
665000,2800,5,1,98033
339000,1450,3,2,98065
631500,2530,4,1.5,98116
570000,1640,3,1,98144
437000,2220,3,1,98072
542500,2040,3,2,98052
229500,1230,3,1,98002
170500,1060,2,1,98055
391500,1920,3,2,98045
296475,1520,3,2,98038
1450000,3770,4,2,98109
888550,3540,3,2,98053
1360000,5430,4,2,98053
328000,2250,3,1.5,98001
300000,2090,4,2,98031
500000,1720,3,2,98133
494815,1910,3,2,98029
378000,1601,3,3,98125
505000,1060,2,2,98102
680000,2330,4,2,98029
351999,2370,3,2,98038
510000,1420,3,3,98107
1300000,2360,4,2,98112
374000,1260,2,2,98144
509900,3030,3,2,98059
230000,1140,3,2,98108
527700,2820,5,1,98006
438000,1270,2,3,98115
900000,3180,3,2,98074
1131000,2790,3,1,98166
439000,2570,4,2,98011
315000,1080,2,1,98108
765000,3010,4,2,98075
332000,2120,3,1,98001
600000,1900,3,1.5,98072
378500,2860,3,2,98092
190000,910,3,1,98003
645000,2850,4,2,98075
780000,2560,2,2,98112
370000,1570,3,2,98045
875000,3110,4,2,98075
1049000,4740,4,2,98027
479000,1340,3,1,98006
245000,2600,4,1,98023
542000,1070,3,1,98052
557500,1820,3,2,98052
480000,1060,2,1,98103
330000,2220,3,1,98118
160000,1350,3,1.5,98188
695500,2510,5,1,98052
235500,2340,5,1,98003
326500,1060,3,1,98106
300000,2200,4,2,98031
267000,1400,3,1.5,98125
292600,1520,3,1,98056
362000,1810,5,2,98118
1087500,2360,2,1.5,98040
357562,1210,2,2,98029
789900,3420,3,1,98006
513000,1810,3,2,98029
336000,2760,3,1,98058
560000,1950,4,1,98033
1150000,3830,3,2,98006
410000,2060,4,1,98155
371500,1650,3,1,98106
368000,2100,4,1,98106
650000,3720,4,1,98014
308950,1920,4,2,98022
440000,1860,3,2,98059
630000,2290,2,2,98029
228950,1200,3,1,98023
782000,5270,4,2,98058
245000,1600,3,2,98031
410000,2560,4,2,98038
427550,880,2,1,98117
235000,1020,2,1,98108
210000,960,3,1,98146
485000,1900,4,1,98146
410000,1320,3,1.5,98144
435000,2230,4,1,98125
300000,1150,3,1,98008
455000,3440,4,2,98198
210000,1070,3,1,98146
1050000,2250,4,1.5,98112
458400,1910,4,1,98177
390000,1180,3,1,98072
148226,1400,3,1,98092
711600,3580,4,2.5,98007
819000,3176,3,2,98003
613000,1170,2,1.5,98119
592350,1570,2,1,98053
232000,1460,3,1,98001
250000,1140,3,1,98354
115000,1150,1,1,98001
1115000,3180,4,1,98007
585000,2630,4,2,98056
580000,1940,3,1,98027
165000,850,1,1,98118
430000,1550,3,1,98126
383000,2090,3,1,98045
1195000,3960,4,2,98199
201500,1320,3,1.5,98116
690000,3220,4,2,98072
325000,800,2,1,98126
375000,1660,3,1,98072
600000,2250,4,2,98034
340000,2120,3,1,98002
890000,2310,4,3,98122
415000,1920,4,2,98056
255000,1550,3,1,98010
530000,1785,2,2,98004
468000,1830,3,1,98056
970000,3500,5,2,98126
599000,2560,3,1,98052
399500,1360,4,1.5,98126
2458000,6500,4,2,98039
1205000,3150,4,2,98105
325000,810,2,1,98126
1135250,7320,5,2,98058
568000,2790,4,1,98166
517000,1920,2,1,98122
469950,2530,4,2,98019
1675000,3490,3,2,98125
2180000,4710,6,2,98105
623000,2050,3,1,98040
720000,2410,4,2,98008
205000,1180,3,1,98003
148000,630,2,1,98106
950000,3480,3,1,98177
405000,1010,3,1.5,98125
293000,1910,3,2,98031
550000,2490,3,2,98027
435000,2150,4,2,98059
355000,3000,4,2,98038
673000,2830,3,2,98029
449990,2680,4,2,98045
249000,1090,2,2,98034
380000,1984,4,1,98198
760005,3090,4,2,98074
674600,2610,4,2,98103
812000,3370,4,2,98029
333490,2250,4,2,98092
320000,1450,3,2,98106
999000,3130,4,2,98033
810000,2700,2,1,98053
399950,1970,5,1,98144
550000,1970,3,2,98126
290000,1950,3,1,98003
232500,1940,3,1,98003
1355000,3550,4,1,98006
565000,2500,3,2,98072
749950,2910,4,1,98177
720500,3350,4,2,98053
507000,2140,3,1,98058
989000,4030,5,2,98075
463000,1980,4,2,98034
310000,1460,3,1,98148
284000,1880,4,1,98168
737500,2320,3,2,98115
569000,2220,3,1.5,98108
700000,1410,3,2,98144
660000,1240,3,1,98103
275000,2030,4,2,98168
570000,4000,6,2,98058
150000,490,3,1.5,98288
356000,1590,3,2,98065
610000,2630,3,2,98053
498800,1350,2,1,98053
226550,990,3,1,98106
692500,3710,4,2,98065
250000,990,3,1,98198
660000,2510,4,2,98075
295000,800,2,1,98133
154950,1600,4,1,98002
409124,3320,5,2,98042
287000,1730,5,1,98058
810000,2000,4,1,98116
525000,2910,4,1,98011
525000,1710,4,1,98006
275000,1200,3,1,98126
583000,2600,3,2,98056
237950,1460,2,1,98042
1065000,4260,4,2,98033
679000,2100,4,1.5,98105
1465000,4230,6,2,98119
410000,1660,3,1,98116
306000,1450,3,1,98034
215000,1860,4,1.5,98022
594950,2720,4,2,98074
1250000,2920,4,1,98199
305000,1800,3,1,98023
425000,1320,2,1,98199
215000,1770,3,1,98023
480000,2550,5,1,98056
550000,2150,4,1,98052
750000,3020,4,2,98075
137124,960,3,1,98058
840000,2783,3,2,98126
624800,2250,3,1,98040
630000,1710,3,1,98033
590000,2650,3,1,98155
599950,1830,3,3,98117
299880,1460,3,2,98108
